TYPE; FULLCODE; STATE; COUNTY; TRACT; SHEETS,COUNTY_NAME,,,,
TRACT;06037291120;06;037;2911.20;A2,LOS_ANGELES,,,,
TRACT;06037291130;06;037;2911.30;A2,LOS_ANGELES,,,,
TRACT;06037291210;06;037;2912.10;A2,LOS_ANGELES,,,,
TRACT;06037291220;06;037;2912.20;A2,LOS_ANGELES,,,,
TRACT;06037291300;06;037;2913.00;A2,LOS_ANGELES,,,,
TRACT;06037292001;06;037;2920.01;3,LOS_ANGELES,,,,
TRACT;06037292002;06;037;2920.02;3,LOS_ANGELES,,,,
TRACT;06037293203;06;037;2932.03;3,LOS_ANGELES,,,,
TRACT;06037293204;06;037;2932.04;3,LOS_ANGELES,,,,
TRACT;06037293205;06;037;2932.05;3,LOS_ANGELES,,,,
TRACT;06037293206;06;037;2932.06;3,LOS_ANGELES,,,,
TRACT;06037293301;06;037;2933.01;3,LOS_ANGELES,,,,
TRACT;06037293302;06;037;2933.02;3,LOS_ANGELES,,,,
TRACT;06037293304;06;037;2933.04;3,LOS_ANGELES,,,,
TRACT;06037293306;06;037;2933.06;3,LOS_ANGELES,,,,
TRACT;06037293307;06;037;2933.07;3,LOS_ANGELES,,,,
TRACT;06037294110;06;037;2941.10;3,LOS_ANGELES,,,,
TRACT;06037294120;06;037;2941.20;3,LOS_ANGELES,,,,
TRACT;06037294200;06;037;2942.00;3,LOS_ANGELES,,,,
TRACT;06037294301;06;037;2943.01;3,LOS_ANGELES,,,,
TRACT;06037294302;06;037;2943.02;3,LOS_ANGELES,,,,
TRACT;06037294410;06;037;2944.10;3,LOS_ANGELES,,,,
TRACT;06037294421;06;037;2944.21;3,LOS_ANGELES,,,,
TRACT;06037294510;06;037;2945.10;3,LOS_ANGELES,,,,
TRACT;06037294520;06;037;2945.20;3,LOS_ANGELES,,,,
TRACT;06037294610;06;037;2946.10;3,LOS_ANGELES,,,,
TRACT;06037294620;06;037;2946.20;3,LOS_ANGELES,,,,
TRACT;06037294701;06;037;2947.01;3,LOS_ANGELES,,,,
TRACT;06037294810;06;037;2948.10;3,LOS_ANGELES,,,,
TRACT;06037294820;06;037;2948.20;3,LOS_ANGELES,,,,
TRACT;06037294830;06;037;2948.30;3,LOS_ANGELES,,,,
TRACT;06037294900;06;037;2949.00;3,LOS_ANGELES,,,,
TRACT;06037295103;06;037;2951.03;3,LOS_ANGELES,,,,
TRACT;06037296210;06;037;2962.10;3,LOS_ANGELES,,,,
TRACT;06037296220;06;037;2962.20;3,LOS_ANGELES,,,,
TRACT;06037296300;06;037;2963.00;3,LOS_ANGELES,,,,
TRACT;06037296401;06;037;2964.01;3,LOS_ANGELES,,,,
TRACT;06037296402;06;037;2964.02;3,LOS_ANGELES,,,,
TRACT;06037296500;06;037;2965.00;3,LOS_ANGELES,,,,
TRACT;06037296600;06;037;2966.00;3,LOS_ANGELES,,,,
TRACT;06037296901;06;037;2969.01;3,LOS_ANGELES,,,,
TRACT;06037296902;06;037;2969.02;3,LOS_ANGELES,,,,
TRACT;06037297001;06;037;2970.01;3,LOS_ANGELES,,,,
TRACT;06037297002;06;037;2970.02;3,LOS_ANGELES,,,,
TRACT;06037297110;06;037;2971.10;3,LOS_ANGELES,,,,
TRACT;06037297120;06;037;2971.20;3,LOS_ANGELES,,,,
TRACT;06037297201;06;037;2972.01;3,LOS_ANGELES,,,,
TRACT;06037297202;06;037;2972.02;3,LOS_ANGELES,,,,
TRACT;06037297300;06;037;2973.00;3,LOS_ANGELES,,,,
TRACT;06037297400;06;037;2974.00;3,LOS_ANGELES,,,,
TRACT;06037297501;06;037;2975.01;3,LOS_ANGELES,,,,
TRACT;06037297502;06;037;2975.02;3,LOS_ANGELES,,,,
TRACT;06037297601;06;037;2976.01;3,LOS_ANGELES,,,,
TRACT;06037297602;06;037;2976.02;3,LOS_ANGELES,,,,
TRACT;06037300100;06;037;3001.00;1,LOS_ANGELES,,,,
TRACT;06037300200;06;037;3002.00;1,LOS_ANGELES,,,,
TRACT;06037300301;06;037;3003.01;1,LOS_ANGELES,,,,
TRACT;06037300400;06;037;3004.00;1,LOS_ANGELES,,,,
TRACT;06037300501;06;037;3005.01;1,LOS_ANGELES,,,,
TRACT;06037300503;06;037;3005.03;1,LOS_ANGELES,,,,
TRACT;06037300601;06;037;3006.01;1,LOS_ANGELES,,,,
"TRACT;06037300602;06;037;3006.02;1,3",LOS_ANGELES,,,,
"TRACT;06037300701;06;037;3007.01;1,3",LOS_ANGELES,,,,
TRACT;06037300702;06;037;3007.02;A1,LOS_ANGELES,,,,
"TRACT;06037300800;06;037;3008.00;1,3",LOS_ANGELES,,,,
"TRACT;06037300901;06;037;3009.01;3,4",LOS_ANGELES,,,,
TRACT;06037300902;06;037;3009.02;A1,LOS_ANGELES,,,,
TRACT;06037301000;06;037;3010.00;A1,LOS_ANGELES,,,,
TRACT;06037301100;06;037;3011.00;A1,LOS_ANGELES,,,,
TRACT;06037301203;06;037;3012.03;A1,LOS_ANGELES,,,,
TRACT;06037301204;06;037;3012.04;A1,LOS_ANGELES,,,,
TRACT;06037301205;06;037;3012.05;A1,LOS_ANGELES,,,,
TRACT;06037301206;06;037;3012.06;A1,LOS_ANGELES,,,,
TRACT;06037301300;06;037;3013.00;A1,LOS_ANGELES,,,,
TRACT;06037301400;06;037;3014.00;A1,LOS_ANGELES,,,,
TRACT;06037301501;06;037;3015.01;A1,LOS_ANGELES,,,,
TRACT;06037301502;06;037;3015.02;A1,LOS_ANGELES,,,,
TRACT;06037301601;06;037;3016.01;A1,LOS_ANGELES,,,,
TRACT;06037301602;06;037;3016.02;A1,LOS_ANGELES,,,,
TRACT;06037301701;06;037;3017.01;A1,LOS_ANGELES,,,,
TRACT;06037301702;06;037;3017.02;A1,LOS_ANGELES,,,,
TRACT;06037301801;06;037;3018.01;A1,LOS_ANGELES,,,,
TRACT;06037301802;06;037;3018.02;A1,LOS_ANGELES,,,,
TRACT;06037301901;06;037;3019.01;A1,LOS_ANGELES,,,,
TRACT;06037301902;06;037;3019.02;A1,LOS_ANGELES,,,,
TRACT;06037302002;06;037;3020.02;A1,LOS_ANGELES,,,,
TRACT;06037302003;06;037;3020.03;A1,LOS_ANGELES,,,,
TRACT;06037302004;06;037;3020.04;A1,LOS_ANGELES,,,,
TRACT;06037302102;06;037;3021.02;A2,LOS_ANGELES,,,,
"TRACT;06037302103;06;037;3021.03;A1,A2",LOS_ANGELES,,,,
"TRACT;06037302104;06;037;3021.04;A1,A2",LOS_ANGELES,,,,
"TRACT;06037302201;06;037;3022.01;A1,A2",LOS_ANGELES,,,,
TRACT;06037302202;06;037;3022.02;A2,LOS_ANGELES,,,,
"TRACT;06037302301;06;037;3023.01;A1,A2",LOS_ANGELES,,,,
TRACT;06037302302;06;037;3023.02;A2,LOS_ANGELES,,,,
TRACT;06037302401;06;037;3024.01;A2,LOS_ANGELES,,,,
TRACT;06037302503;06;037;3025.03;A2,LOS_ANGELES,,,,
TRACT;06037302504;06;037;3025.04;A2,LOS_ANGELES,,,,
TRACT;06037302505;06;037;3025.05;A2,LOS_ANGELES,,,,
TRACT;06037302506;06;037;3025.06;A2,LOS_ANGELES,,,,
"TRACT;06037310100;06;037;3101.00;1,3",LOS_ANGELES,,,,
TRACT;06037310201;06;037;3102.01;A1,LOS_ANGELES,,,,
TRACT;06037310202;06;037;3102.02;A1,LOS_ANGELES,,,,
"TRACT;06037310300;06;037;3103.00;1,3",LOS_ANGELES,,,,
"TRACT;06037310400;06;037;3104.00;1,3",LOS_ANGELES,,,,
"TRACT;06037310501;06;037;3105.01;1,3",LOS_ANGELES,,,,
"TRACT;06037310601;06;037;3106.01;1,3",LOS_ANGELES,,,,
"TRACT;06037310602;06;037;3106.02;1,3",LOS_ANGELES,,,,
TRACT;06037310701;06;037;3107.01;A1,LOS_ANGELES,,,,
TRACT;06037310703;06;037;3107.03;A1,LOS_ANGELES,,,,
TRACT;06037310704;06;037;3107.04;A1,LOS_ANGELES,,,,
TRACT;06037310705;06;037;3107.05;A1,LOS_ANGELES,,,,
TRACT;06037310800;06;037;3108.00;A1,LOS_ANGELES,,,,
TRACT;06037310900;06;037;3109.00;3,LOS_ANGELES,,,,
TRACT;06037311000;06;037;3110.00;3,LOS_ANGELES,,,,
TRACT;06037311100;06;037;3111.00;3,LOS_ANGELES,,,,
TRACT;06037311200;06;037;3112.00;3,LOS_ANGELES,,,,
TRACT;06037311300;06;037;3113.00;3,LOS_ANGELES,,,,
TRACT;06037311400;06;037;3114.00;3,LOS_ANGELES,,,,
TRACT;06037311500;06;037;3115.00;A1,LOS_ANGELES,,,,
TRACT;06037311601;06;037;3116.01;A1,LOS_ANGELES,,,,
"TRACT;06037311602;06;037;3116.02;A1,A2",LOS_ANGELES,,,,
TRACT;06037311700;06;037;3117.00;A1,LOS_ANGELES,,,,
TRACT;06037311801;06;037;3118.01;A1,LOS_ANGELES,,,,
TRACT;06037311802;06;037;3118.02;A1,LOS_ANGELES,,,,
TRACT;06037320101;06;037;3201.01;1,LOS_ANGELES,,,,
TRACT;06037320102;06;037;3201.02;1,LOS_ANGELES,,,,
TRACT;06037320201;06;037;3202.01;1,LOS_ANGELES,,,,
TRACT;06037320202;06;037;3202.02;1,LOS_ANGELES,,,,
TRACT;06037320300;06;037;3203.00;1,LOS_ANGELES,,,,
TRACT;06037400205;06;037;4002.05;4,LOS_ANGELES,,,,
TRACT;06037400206;06;037;4002.06;4,LOS_ANGELES,,,,
TRACT;06037400207;06;037;4002.07;4,LOS_ANGELES,,,,
TRACT;06037400208;06;037;4002.08;4,LOS_ANGELES,,,,
TRACT;06037400209;06;037;4002.09;4,LOS_ANGELES,,,,
TRACT;06037400304;06;037;4003.04;4,LOS_ANGELES,,,,
TRACT;06037400402;06;037;4004.02;4,LOS_ANGELES,,,,
TRACT;06037400403;06;037;4004.03;4,LOS_ANGELES,,,,
TRACT;06037400404;06;037;4004.04;4,LOS_ANGELES,,,,
TRACT;06037400501;06;037;4005.01;4,LOS_ANGELES,,,,
TRACT;06037400602;06;037;4006.02;4,LOS_ANGELES,,,,
TRACT;06037400603;06;037;4006.03;4,LOS_ANGELES,,,,
TRACT;06037400605;06;037;4006.05;4,LOS_ANGELES,,,,
TRACT;06037400801;06;037;4008.01;4,LOS_ANGELES,,,,
TRACT;06037401001;06;037;4010.01;4,LOS_ANGELES,,,,
TRACT;06037401002;06;037;4010.02;4,LOS_ANGELES,,,,
TRACT;06037401101;06;037;4011.01;4,LOS_ANGELES,,,,
TRACT;06037401102;06;037;4011.02;4,LOS_ANGELES,,,,
TRACT;06037401201;06;037;4012.01;4,LOS_ANGELES,,,,
TRACT;06037401202;06;037;4012.02;4,LOS_ANGELES,,,,
TRACT;06037401203;06;037;4012.03;4,LOS_ANGELES,,,,
TRACT;06037401303;06;037;4013.03;4,LOS_ANGELES,,,,
TRACT;06037401304;06;037;4013.04;4,LOS_ANGELES,,,,
TRACT;06037401311;06;037;4013.11;4,LOS_ANGELES,,,,
TRACT;06037401312;06;037;4013.12;4,LOS_ANGELES,,,,
TRACT;06037401500;06;037;4015.00;4,LOS_ANGELES,,,,
TRACT;06037401601;06;037;4016.01;4,LOS_ANGELES,,,,
TRACT;06037401602;06;037;4016.02;4,LOS_ANGELES,,,,
TRACT;06037401705;06;037;4017.05;4,LOS_ANGELES,,,,
TRACT;06037401706;06;037;4017.06;4,LOS_ANGELES,,,,
TRACT;06037401707;06;037;4017.07;4,LOS_ANGELES,,,,
TRACT;06037401801;06;037;4018.01;4,LOS_ANGELES,,,,
TRACT;06037401802;06;037;4018.02;4,LOS_ANGELES,,,,
TRACT;06037401901;06;037;4019.01;4,LOS_ANGELES,,,,
TRACT;06037401902;06;037;4019.02;4,LOS_ANGELES,,,,
TRACT;06037402001;06;037;4020.01;4,LOS_ANGELES,,,,
TRACT;06037402002;06;037;4020.02;4,LOS_ANGELES,,,,
TRACT;06037402101;06;037;4021.01;4,LOS_ANGELES,,,,
TRACT;06037402102;06;037;4021.02;4,LOS_ANGELES,,,,
TRACT;06037402200;06;037;4022.00;4,LOS_ANGELES,,,,
TRACT;06037402301;06;037;4023.01;4,LOS_ANGELES,,,,
TRACT;06037402303;06;037;4023.03;4,LOS_ANGELES,,,,
TRACT;06037402304;06;037;4023.04;4,LOS_ANGELES,,,,
TRACT;06037402403;06;037;4024.03;4,LOS_ANGELES,,,,
TRACT;06037402404;06;037;4024.04;4,LOS_ANGELES,,,,
TRACT;06037402405;06;037;4024.05;4,LOS_ANGELES,,,,
TRACT;06037402406;06;037;4024.06;4,LOS_ANGELES,,,,
TRACT;06037402501;06;037;4025.01;4,LOS_ANGELES,,,,
TRACT;06037402503;06;037;4025.03;4,LOS_ANGELES,,,,
TRACT;06037402504;06;037;4025.04;4,LOS_ANGELES,,,,
TRACT;06037402601;06;037;4026.01;4,LOS_ANGELES,,,,
TRACT;06037402602;06;037;4026.02;4,LOS_ANGELES,,,,
TRACT;06037402702;06;037;4027.02;4,LOS_ANGELES,,,,
TRACT;06037402703;06;037;4027.03;4,LOS_ANGELES,,,,
TRACT;06037402705;06;037;4027.05;4,LOS_ANGELES,,,,
TRACT;06037402706;06;037;4027.06;4,LOS_ANGELES,,,,
TRACT;06037402801;06;037;4028.01;4,LOS_ANGELES,,,,
TRACT;06037402803;06;037;4028.03;4,LOS_ANGELES,,,,
TRACT;06037402804;06;037;4028.04;4,LOS_ANGELES,,,,
TRACT;06037402902;06;037;4029.02;4,LOS_ANGELES,,,,
TRACT;06037402903;06;037;4029.03;4,LOS_ANGELES,,,,
TRACT;06037402904;06;037;4029.04;4,LOS_ANGELES,,,,
TRACT;06037403000;06;037;4030.00;4,LOS_ANGELES,,,,
TRACT;06037403305;06;037;4033.05;4,LOS_ANGELES,,,,
TRACT;06037403316;06;037;4033.16;4,LOS_ANGELES,,,,
TRACT;06037403317;06;037;4033.17;4,LOS_ANGELES,,,,
TRACT;06037403318;06;037;4033.18;4,LOS_ANGELES,,,,
TRACT;06037403319;06;037;4033.19;4,LOS_ANGELES,,,,
TRACT;06037403320;06;037;4033.20;4,LOS_ANGELES,,,,
TRACT;06037403321;06;037;4033.21;4,LOS_ANGELES,,,,
TRACT;06037403323;06;037;4033.23;4,LOS_ANGELES,,,,
TRACT;06037403324;06;037;4033.24;4,LOS_ANGELES,,,,
TRACT;06037403325;06;037;4033.25;4,LOS_ANGELES,,,,
TRACT;06037403326;06;037;4033.26;4,LOS_ANGELES,,,,
TRACT;06037403327;06;037;4033.27;4,LOS_ANGELES,,,,
TRACT;06037403328;06;037;4033.28;4,LOS_ANGELES,,,,
TRACT;06037403401;06;037;4034.01;4,LOS_ANGELES,,,,
TRACT;06037403402;06;037;4034.02;4,LOS_ANGELES,,,,
TRACT;06037403403;06;037;4034.03;4,LOS_ANGELES,,,,
TRACT;06037403404;06;037;4034.04;4,LOS_ANGELES,,,,
TRACT;06037403407;06;037;4034.07;4,LOS_ANGELES,,,,
TRACT;06037403408;06;037;4034.08;4,LOS_ANGELES,,,,
TRACT;06037403409;06;037;4034.09;4,LOS_ANGELES,,,,
TRACT;06037403500;06;037;4035.00;4,LOS_ANGELES,,,,
TRACT;06037403601;06;037;4036.01;4,LOS_ANGELES,,,,
TRACT;06037403702;06;037;4037.02;4,LOS_ANGELES,,,,
TRACT;06037403703;06;037;4037.03;4,LOS_ANGELES,,,,
TRACT;06037403721;06;037;4037.21;4,LOS_ANGELES,,,,
TRACT;06037403722;06;037;4037.22;4,LOS_ANGELES,,,,
TRACT;06037403801;06;037;4038.01;4,LOS_ANGELES,,,,
TRACT;06037403802;06;037;4038.02;4,LOS_ANGELES,,,,
TRACT;06037403901;06;037;4039.01;4,LOS_ANGELES,,,,
TRACT;06037403902;06;037;4039.02;4,LOS_ANGELES,,,,
TRACT;06037404000;06;037;4040.00;4,LOS_ANGELES,,,,
TRACT;06037404100;06;037;4041.00;4,LOS_ANGELES,,,,
TRACT;06037404201;06;037;4042.01;4,LOS_ANGELES,,,,
TRACT;06037404203;06;037;4042.03;4,LOS_ANGELES,,,,
TRACT;06037404301;06;037;4043.01;4,LOS_ANGELES,,,,
TRACT;06037404302;06;037;4043.02;4,LOS_ANGELES,,,,
TRACT;06037404401;06;037;4044.01;4,LOS_ANGELES,,,,
TRACT;06037404402;06;037;4044.02;4,LOS_ANGELES,,,,
TRACT;06037404501;06;037;4045.01;4,LOS_ANGELES,,,,
TRACT;06037404503;06;037;4045.03;4,LOS_ANGELES,,,,
TRACT;06037404504;06;037;4045.04;4,LOS_ANGELES,,,,
TRACT;06037404600;06;037;4046.00;4,LOS_ANGELES,,,,
TRACT;06037404701;06;037;4047.01;4,LOS_ANGELES,,,,
TRACT;06037404702;06;037;4047.02;4,LOS_ANGELES,,,,
TRACT;06037404703;06;037;4047.03;4,LOS_ANGELES,,,,
TRACT;06037404804;06;037;4048.04;4,LOS_ANGELES,,,,
TRACT;06037404805;06;037;4048.05;4,LOS_ANGELES,,,,
TRACT;06037404806;06;037;4048.06;4,LOS_ANGELES,,,,
TRACT;06037404901;06;037;4049.01;4,LOS_ANGELES,,,,
TRACT;06037404902;06;037;4049.02;4,LOS_ANGELES,,,,
TRACT;06037404903;06;037;4049.03;4,LOS_ANGELES,,,,
TRACT;06037405001;06;037;4050.01;4,LOS_ANGELES,,,,
TRACT;06037405002;06;037;4050.02;4,LOS_ANGELES,,,,
TRACT;06037405101;06;037;4051.01;4,LOS_ANGELES,,,,
TRACT;06037405102;06;037;4051.02;4,LOS_ANGELES,,,,
TRACT;06037405201;06;037;4052.01;4,LOS_ANGELES,,,,
TRACT;06037405202;06;037;4052.02;4,LOS_ANGELES,,,,
TRACT;06037405203;06;037;4052.03;4,LOS_ANGELES,,,,
TRACT;06037405301;06;037;4053.01;4,LOS_ANGELES,,,,
TRACT;06037405302;06;037;4053.02;4,LOS_ANGELES,,,,
TRACT;06037405400;06;037;4054.00;4,LOS_ANGELES,,,,
TRACT;06037405500;06;037;4055.00;4,LOS_ANGELES,,,,
TRACT;06037405600;06;037;4056.00;4,LOS_ANGELES,,,,
TRACT;06037405701;06;037;4057.01;4,LOS_ANGELES,,,,
TRACT;06037405702;06;037;4057.02;4,LOS_ANGELES,,,,
TRACT;06037405800;06;037;4058.00;4,LOS_ANGELES,,,,
TRACT;06037405900;06;037;4059.00;4,LOS_ANGELES,,,,
TRACT;06037406000;06;037;4060.00;4,LOS_ANGELES,,,,
TRACT;06037406101;06;037;4061.01;4,LOS_ANGELES,,,,
TRACT;06037406103;06;037;4061.03;4,LOS_ANGELES,,,,
TRACT;06037406201;06;037;4062.01;4,LOS_ANGELES,,,,
TRACT;06037406300;06;037;4063.00;4,LOS_ANGELES,,,,
TRACT;06037406413;06;037;4064.13;4,LOS_ANGELES,,,,
TRACT;06037406500;06;037;4065.00;4,LOS_ANGELES,,,,
TRACT;06037406601;06;037;4066.01;4,LOS_ANGELES,,,,
TRACT;06037406602;06;037;4066.02;4,LOS_ANGELES,,,,
TRACT;06037406701;06;037;4067.01;4,LOS_ANGELES,,,,
TRACT;06037406702;06;037;4067.02;4,LOS_ANGELES,,,,
TRACT;06037406801;06;037;4068.01;4,LOS_ANGELES,,,,
TRACT;06037406903;06;037;4069.03;4,LOS_ANGELES,,,,
TRACT;06037407001;06;037;4070.01;4,LOS_ANGELES,,,,
TRACT;06037407002;06;037;4070.02;4,LOS_ANGELES,,,,
TRACT;06037407101;06;037;4071.01;4,LOS_ANGELES,,,,
TRACT;06037407102;06;037;4071.02;4,LOS_ANGELES,,,,
TRACT;06037407201;06;037;4072.01;4,LOS_ANGELES,,,,
TRACT;06037407202;06;037;4072.02;4,LOS_ANGELES,,,,
TRACT;06037407301;06;037;4073.01;4,LOS_ANGELES,,,,
TRACT;06037407302;06;037;4073.02;4,LOS_ANGELES,,,,
TRACT;06037407400;06;037;4074.00;4,LOS_ANGELES,,,,
TRACT;06037407501;06;037;4075.01;4,LOS_ANGELES,,,,
TRACT;06037407502;06;037;4075.02;4,LOS_ANGELES,,,,
TRACT;06037407601;06;037;4076.01;4,LOS_ANGELES,,,,
TRACT;06037407602;06;037;4076.02;4,LOS_ANGELES,,,,
TRACT;06037407701;06;037;4077.01;4,LOS_ANGELES,,,,
TRACT;06037407702;06;037;4077.02;4,LOS_ANGELES,,,,
TRACT;06037407801;06;037;4078.01;4,LOS_ANGELES,,,,
TRACT;06037407802;06;037;4078.02;4,LOS_ANGELES,,,,
TRACT;06037407901;06;037;4079.01;4,LOS_ANGELES,,,,
TRACT;06037407902;06;037;4079.02;4,LOS_ANGELES,,,,
TRACT;06037408003;06;037;4080.03;4,LOS_ANGELES,,,,
TRACT;06037408004;06;037;4080.04;4,LOS_ANGELES,,,,
TRACT;06037408005;06;037;4080.05;4,LOS_ANGELES,,,,
TRACT;06037408006;06;037;4080.06;4,LOS_ANGELES,,,,
TRACT;06037408133;06;037;4081.33;4,LOS_ANGELES,,,,
TRACT;06037408134;06;037;4081.34;4,LOS_ANGELES,,,,
TRACT;06037408135;06;037;4081.35;4,LOS_ANGELES,,,,
TRACT;06037408136;06;037;4081.36;4,LOS_ANGELES,,,,
TRACT;06037408137;06;037;4081.37;4,LOS_ANGELES,,,,
TRACT;06037408138;06;037;4081.38;4,LOS_ANGELES,,,,
TRACT;06037408139;06;037;4081.39;4,LOS_ANGELES,,,,
TRACT;06037408140;06;037;4081.40;4,LOS_ANGELES,,,,
TRACT;06037408141;06;037;4081.41;4,LOS_ANGELES,,,,
TRACT;06037408212;06;037;4082.12;4,LOS_ANGELES,,,,
TRACT;06037408213;06;037;4082.13;4,LOS_ANGELES,,,,
TRACT;06037408301;06;037;4083.01;4,LOS_ANGELES,,,,
TRACT;06037408302;06;037;4083.02;4,LOS_ANGELES,,,,
TRACT;06037408303;06;037;4083.03;4,LOS_ANGELES,,,,
TRACT;06037408401;06;037;4084.01;4,LOS_ANGELES,,,,
TRACT;06037408402;06;037;4084.02;4,LOS_ANGELES,,,,
TRACT;06037408503;06;037;4085.03;4,LOS_ANGELES,,,,
TRACT;06037408504;06;037;4085.04;4,LOS_ANGELES,,,,
TRACT;06037408505;06;037;4085.05;4,LOS_ANGELES,,,,
TRACT;06037408623;06;037;4086.23;4,LOS_ANGELES,,,,
TRACT;06037408624;06;037;4086.24;4,LOS_ANGELES,,,,
TRACT;06037408625;06;037;4086.25;4,LOS_ANGELES,,,,
TRACT;06037408626;06;037;4086.26;4,LOS_ANGELES,,,,
TRACT;06037408627;06;037;4086.27;4,LOS_ANGELES,,,,
TRACT;06037408628;06;037;4086.28;4,LOS_ANGELES,,,,
TRACT;06037408629;06;037;4086.29;4,LOS_ANGELES,,,,
TRACT;06037408631;06;037;4086.31;4,LOS_ANGELES,,,,
TRACT;06037408703;06;037;4087.03;4,LOS_ANGELES,,,,
TRACT;06037408705;06;037;4087.05;4,LOS_ANGELES,,,,
TRACT;06037408707;06;037;4087.07;4,LOS_ANGELES,,,,
TRACT;06037408722;06;037;4087.22;4,LOS_ANGELES,,,,
TRACT;06037408724;06;037;4087.24;4,LOS_ANGELES,,,,
TRACT;06037408725;06;037;4087.25;4,LOS_ANGELES,,,,
TRACT;06037408800;06;037;4088.00;4,LOS_ANGELES,,,,
TRACT;06037408900;06;037;4089.00;4,LOS_ANGELES,,,,
TRACT;06037409000;06;037;4090.00;4,LOS_ANGELES,,,,
TRACT;06037409100;06;037;4091.00;4,LOS_ANGELES,,,,
TRACT;06037430003;06;037;4300.03;4,LOS_ANGELES,,,,
TRACT;06037430004;06;037;4300.04;4,LOS_ANGELES,,,,
TRACT;06037430005;06;037;4300.05;4,LOS_ANGELES,,,,
TRACT;06037430101;06;037;4301.01;4,LOS_ANGELES,,,,
TRACT;06037430102;06;037;4301.02;4,LOS_ANGELES,,,,
TRACT;06037430200;06;037;4302.00;4,LOS_ANGELES,,,,
TRACT;06037430301;06;037;4303.01;4,LOS_ANGELES,,,,
TRACT;06037430302;06;037;4303.02;4,LOS_ANGELES,,,,
TRACT;06037430400;06;037;4304.00;4,LOS_ANGELES,,,,
TRACT;06037430501;06;037;4305.01;4,LOS_ANGELES,,,,
TRACT;06037430502;06;037;4305.02;4,LOS_ANGELES,,,,
TRACT;06037430600;06;037;4306.00;4,LOS_ANGELES,,,,
TRACT;06037430701;06;037;4307.01;4,LOS_ANGELES,,,,
TRACT;06037430721;06;037;4307.21;4,LOS_ANGELES,,,,
TRACT;06037430723;06;037;4307.23;4,LOS_ANGELES,,,,
TRACT;06037430724;06;037;4307.24;4,LOS_ANGELES,,,,
TRACT;06037430801;06;037;4308.01;4,LOS_ANGELES,,,,
TRACT;06037430802;06;037;4308.02;4,LOS_ANGELES,,,,
TRACT;06037430803;06;037;4308.03;4,LOS_ANGELES,,,,
TRACT;06037430901;06;037;4309.01;4,LOS_ANGELES,,,,
TRACT;06037430902;06;037;4309.02;4,LOS_ANGELES,,,,
TRACT;06037431002;06;037;4310.02;4,LOS_ANGELES,,,,
TRACT;06037431003;06;037;4310.03;4,LOS_ANGELES,,,,
TRACT;06037431004;06;037;4310.04;4,LOS_ANGELES,,,,
TRACT;06037431100;06;037;4311.00;4,LOS_ANGELES,,,,
TRACT;06037431200;06;037;4312.00;4,LOS_ANGELES,,,,
TRACT;06037431300;06;037;4313.00;4,LOS_ANGELES,,,,
TRACT;06037431400;06;037;4314.00;4,LOS_ANGELES,,,,
TRACT;06037431501;06;037;4315.01;4,LOS_ANGELES,,,,
TRACT;06037431502;06;037;4315.02;4,LOS_ANGELES,,,,
TRACT;06037431600;06;037;4316.00;4,LOS_ANGELES,,,,
TRACT;06037431701;06;037;4317.01;4,LOS_ANGELES,,,,
TRACT;06037431800;06;037;4318.00;4,LOS_ANGELES,,,,
TRACT;06037431900;06;037;4319.00;4,LOS_ANGELES,,,,
TRACT;06037432001;06;037;4320.01;4,LOS_ANGELES,,,,
TRACT;06037432002;06;037;4320.02;4,LOS_ANGELES,,,,
TRACT;06037432101;06;037;4321.01;4,LOS_ANGELES,,,,
TRACT;06037432102;06;037;4321.02;4,LOS_ANGELES,,,,
TRACT;06037432201;06;037;4322.01;A3,LOS_ANGELES,,,,
TRACT;06037432202;06;037;4322.02;4,LOS_ANGELES,,,,
TRACT;06037432300;06;037;4323.00;4,LOS_ANGELES,,,,
TRACT;06037432401;06;037;4324.01;4,LOS_ANGELES,,,,
TRACT;06037432402;06;037;4324.02;4,LOS_ANGELES,,,,
TRACT;06037432501;06;037;4325.01;4,LOS_ANGELES,,,,
TRACT;06037432502;06;037;4325.02;4,LOS_ANGELES,,,,
TRACT;06037432601;06;037;4326.01;4,LOS_ANGELES,,,,
TRACT;06037432602;06;037;4326.02;4,LOS_ANGELES,,,,
TRACT;06037432700;06;037;4327.00;4,LOS_ANGELES,,,,
TRACT;06037432801;06;037;4328.01;4,LOS_ANGELES,,,,
TRACT;06037432802;06;037;4328.02;4,LOS_ANGELES,,,,
TRACT;06037432901;06;037;4329.01;4,LOS_ANGELES,,,,
TRACT;06037432902;06;037;4329.02;4,LOS_ANGELES,,,,
TRACT;06037433103;06;037;4331.03;4,LOS_ANGELES,,,,
TRACT;06037433200;06;037;4332.00;4,LOS_ANGELES,,,,
TRACT;06037433302;06;037;4333.02;4,LOS_ANGELES,,,,
TRACT;06037433304;06;037;4333.04;4,LOS_ANGELES,,,,
TRACT;06037433305;06;037;4333.05;4,LOS_ANGELES,,,,
TRACT;06037433306;06;037;4333.06;4,LOS_ANGELES,,,,
TRACT;06037433307;06;037;4333.07;4,LOS_ANGELES,,,,
TRACT;06037433402;06;037;4334.02;4,LOS_ANGELES,,,,
TRACT;06037433403;06;037;4334.03;4,LOS_ANGELES,,,,
TRACT;06037433505;06;037;4335.05;4,LOS_ANGELES,,,,
